🇨🇳央视–秒开,#genre#
 张杰40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5252886123455427055_hlsb.m3u8
 陶喆30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5239938277375381611_hlsb.m3u8
 林俊杰31首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5231212549905475206_hlsb.m3u8
 陈慧娴30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5218827651929954317_hlsb.m3u8
 王力宏16首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5205035380900810284_hlsb.m3u8
 林忆莲30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250071375165662691_hlsb.m3u8
 腾格尔30首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5242471550986018227_hlsb.m3u8
 汤潮40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429700768764_hlsb.m3u8
 陈淑桦32首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207850128833175307_hlsb.m3u8
 冷漠40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5212916677664919326_hlsb.m3u8
 梦然40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5228679277594646633_hlsb.m3u8
 卓依婷40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5252041701152345508_hlsb.m3u8
 姜育恒40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5228116320942620413_hlsb.m3u8
 童安格40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5251760219003853218_hlsb.m3u8
 魏佳艺40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5226427471582302532_hlsb.m3u8
 孟庭苇塘14首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664900039596920_hlsb.m3u8
 刘若英42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5221923876251083359_hlsb.m3u8
 林依轮10首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5209257503535513363_hlsb.m3u8
 云朵40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5246412201505505933_hlsb.m3u8
 乔玲儿42首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5231494028805004923_hlsb.m3u8
 云菲菲40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5207287179922382380_hlsb.m3u8
 陈瑞36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5204472429788093934_hlsb.m3u8
 韩宝仪40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5250634324924434598_hlsb.m3u8
 任贤齐36首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012023525680703_hlsb.m3u8
 王心凌40首经典歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946351305777158_hlsb.m3u8
👩‍❤️‍👨历年–春晚,#genre#
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1988,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
春晚1989,https://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjI2MTVfNDAzMDAxOTlfNjYyNzYwNjUxNjVfMF8z_b_B8feb7b85888678d71bf37a259c6850f6.mp4
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
春晚1995,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
春晚1996,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1997,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2001,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
春晚2002,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
春晚2003,https://txmov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
春晚2005,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
春晚2006,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚2008,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
春晚2009,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
春晚2010,https://txmov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
春晚2011,https://txmov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚2014,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2018,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2019,https://txmov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
春晚2020,https://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,https://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4

春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/51957483405928031_hlsb.m3u8
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8#http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚2024,https://v10.dious.cc/20240209/4AK9UB5p/index.m3u8
春晚2024,https://ikcdn01.ikzybf.com/20240205/QBNgom4j/2000kb/hls/index.m3u8
2024珠江春晚,https://v10.dious.cc/20240209/lNN6pUqq/index.m3u8
2024辽宁卫视春节联欢晚会“龙腾盛世中国年”上,https://v10.dious.cc/20240209/J95B9fT5/index.m3u8
2024辽宁卫视春节联欢晚会“龙腾盛世中国年”下,https://v10.dious.cc/20240209/HWVp60d1/index.m3u8
2024深圳春晚,https://v10.dious.cc/20240209/DKcsA9sZ/index.m3u8
2024安徽卫视春节联欢晚会,https://v10.dious.cc/20240208/LHLdSBLv/index.m3u8
2024吉林卫视春节联欢晚会,https://v10.dious.cc/20240208/9ahrnAPw/index.m3u8
2024山东春节联欢晚会,https://v10.dious.cc/20240208/mJvkOFpp/index.m3u8
2024河南春晚,https://v10.dious.cc/20240208/AN4hlNqo/index.m3u8
2024山西春晚,https://v10.dious.cc/20240208/85CjUOf8/index.m3u8
2024湖南卫视芒果TV春节联欢晚会,https://top.1080pzy.co/202402/04/MjEwstGXHa3/video/index.m3u8
2024春节藏历新年联欢晚会,https://top.1080pzy.co/202402/10/qA9fsajXD03/video/index.m3u8
2024川渝春节联欢晚会,https://top.1080pzy.co/202402/10/jBTNQuWPgZ3/video/index.m3u8
2024年北京电视台龙年春节联欢晚会,https://v10.dious.cc/20240210/Ll7WeunD/index.m3u8
2024湖北春晚,https://v10.dious.cc/20240210/pOo0DnPW/index.m3u8
2024年云南省春节文艺晚,https://v10.dious.cc/20240210/yOFfQfxj/index.m3u8
2024海南春节联欢会,https://v10.dious.cc/20240210/vaplHwkP/index.m3u8
2024安徽农民春晚,https://v10.dious.cc/20240210/UnLrYixW/index.m3u8
2024中国杂技大联欢,https://v10.dious.cc/20240210/672HyyQ9/index.m3u8
2024粤港澳大湾区春节晚会,https://top.1080pzy.co/202402/11/8VQCAA76NZ3/video/index.m3u8
2024粤港澳大湾区特别节目,https://top.1080pzy.co/202402/11/xkWszjeRYG3/video/index.m3u8
2024江苏卫视龙年春节联欢晚会,https://top.1080pzy.co/202402/11/h1veKVuUdX3/video/index.m3u8
2024东方卫视春节晚会,https://top.1080pzy.co/202402/11/VWVyPyEiFX3/video/index.m3u8
2024天津卫视相声春晚,https://top.1080pzy.co/202402/11/wgYVqXxrEh3/video/index.m3u8
启航2024中央广播电视总台跨年晚会,https://v10.dious.cc/20240101/jb33ogNp/index.m3u8
2024浙江卫视跨年晚会,https://top.1080pzy.co/202401/01/CukCTWW1HW3/video/index.m3u8
2024湖南卫视芒果TV跨年晚会,https://top.1080pzy.co/202401/01/1aNBTstEPe3/video/index.m3u8
2024北京卫视跨年晚会,https://top.1080pzy.co/202401/01/CukCTWW1HW3/video/index.m3u8
2024江苏卫视跨年演唱会,https://top.1080pzy.co/202401/01/uJzQMkFBLb3/video/index.m3u8
梦圆东方·2024跨年盛会,https://top.1080pzy.co/202401/01/UXEYWWJxMx3/video/index.m3u8
2024东南卫视思·享,https://top.1080pzy.co/202401/01/YTN1G765pd3/video/index.m3u8
2024山东新年交响音乐会,https://top.1080pzy.co/202401/01/VZwAVHYr7M3/video/index.m3u8
四川卫视2024花开天下国韵新年演唱会,https://cdn1.vip-vip-yzzy.com/20240101/10953_3f15684a/index.m3u8

🏖️直播–中国,#genre#
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国精编直播,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8

北京居庸关长城,https://gcalic.v.myalicdn.com/gc/syns01_1/index.m3u8
北京钟鼓楼,https://gctxyc.liveplay.myqcloud.com/gc/ztd_1_md.m3u8
北京鸟巢水立方,https://gctxyc.liveplay.myqcloud.com/gc/glxs01_1_md.m3u8
北京司马台长城,https://gcalic.v.myalicdn.com/gc/jyg02_1/index.m3u8
北京古北水镇,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
北京黄花城水长城,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8
北京雁栖湖,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8

天津滨海新城,https://gcalic.v.myalicdn.com/gc/ljgcszsnkgc_1/index.m3u8
天津解放桥,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8

河北承德避暑山庄龙泉公园,https://gcalic.v.myalicdn.com/gc/lpsgmjng01_1/index.m3u8
河北承德金山岭长城,https://gcalic.v.myalicdn.com/gc/hkts03_1/index.m3u8

山西运城圣天湖,https://gctxyc.liveplay.myqcloud.com/gc/cntv486-zbzg_1/index.m3u8
山西太原汾河畔,https://gcalic.v.myalicdn.com/gc/pygc01_1/index.m3u8

内蒙古呼伦贝尔哈萨尔大桥,https://gctxyc.liveplay.myqcloud.com/gc/ytshsx_1/index.m3u8

辽宁抚顺雷锋纪念馆,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8
辽宁沈阳浑河桥,https://gctxyc.liveplay.myqcloud.com/gc/ljgcdsc_1/index.m3u8
辽宁大连星海广场,https://gcalic.v.myalicdn.com/gc/hhdxg01_1/index.m3u8

吉林市临江门大桥,https://gcalic.v.myalicdn.com/gc/zh03_1/index.m3u8
吉林四平战役纪念馆,https://gctxyc.liveplay.myqcloud.com/gc/taishan04_1/index.m3u8

黑龙江镜泊湖,https://gcalic.v.myalicdn.com/gc/jyg04_1/index.m3u8
中车齐车集团,https://gctxyc.liveplay.myqcloud.com/gc/zhhd01_1/index.m3u8
黑龙江哈尔滨霁虹桥,https://gctxyc.liveplay.myqcloud.com/gc/hkts09_1/index.m3u8

江苏徐州潘安湖,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8
江苏扬州中国大运河博物馆,https://gcalic.v.myalicdn.com/gc/tms02_1/index.m3u8
江苏无锡大剧院,https://gctxyc.liveplay.myqcloud.com/gc/hkts07_1/index.m3u8
江苏南通梵音广场,https://gcalic.v.myalicdn.com/gc/ylxs12_1/index.m3u8
江苏南京鼓楼广场,https://gcalic.v.myalicdn.com/gc/qdls01_1/index.m3u8
江苏惠山二茅峰,https://gcalic.v.myalicdn.com/gc/wysdhpcy_1/index.m3u8
江苏南京玄武湖,https://gctxyc.liveplay.myqcloud.com/gc/xwh01_1/index.m3u8
江苏南京玄武湖,https://gcalic.v.myalicdn.com/gc/xwh01_1/index.m3u8
江苏南京长江大桥,https://gcalic.v.myalicdn.com/gc/zjjsrsm_1/index.m3u8
江苏南京紫峰大厦,https://gcalic.v.myalicdn.com/gc/hkts05_1/index.m3u8
江苏启东圆陀角,https://gcalic.v.myalicdn.com/gc/taishan07_1/index.m3u8

上海南浦大桥,https://gctxyc.liveplay.myqcloud.com/gc/tjhh01_1/index.m3u8
上海国家会展中心,https://gcalic.v.myalicdn.com/gc/ytsxzg_1/index.m3u8


浙江台州三门核电站,https://gctxyc.liveplay.myqcloud.com/gc/hsptgz_1/index.m3u8
中国石化白鹭保护基地1,https://gcalic.v.myalicdn.com/gc/sjzc01_1/index.m3u8
中国石化白鹭保护基地2,https://gcalic.v.myalicdn.com/gc/xymlh_1/index.m3u8
浙江舟山沈家门渔港,https://gctxyc.liveplay.myqcloud.com/gc/hgsspzxdpb_1/index.m3u8
浙江杭州云栖小镇,https://gcalic.v.myalicdn.com/gc/hnttpgsz_1/index.m3u8
浙江杭州千岛湖,https://gcalic.v.myalicdn.com/gc/caqdh_1/index.m3u8
浙江杭州钱江新城,https://gcalic.v.myalicdn.com/gc/zh04_1/index.m3u8
浙江舟山东极岛,https://gcalic.v.myalicdn.com/gc/djd01_1/index.m3u8
浙江乌镇1,https://gcalic.v.myalicdn.com/gc/zjwzlxt_1/index.m3u8
浙江乌镇2,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
浙江乌镇3,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8
浙江乌镇4,https://gcalic.v.myalicdn.com/gc/zjwzbblh_1/index.m3u8

安徽金寨县红军广场,https://gcalic.v.myalicdn.com/gc/jsh03_1/index.m3u8
安徽歙县卢村,https://gcalic.v.myalicdn.com/gc/yxlcyt_1/index.m3u8
安徽歙县,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽歙县西递牌坊,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽歙县西递牌坊,https://gctxyc.liveplay.myqcloud.com/gc/yxxdpf_1/index.m3u8
安徽歙县西递牌坊,https://gcalic.v.myalicdn.com/gc/xywfl_1/index.m3u8
安徽黄山卧云峰,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8
安徽黄山飞来石,https://gcalic.v.myalicdn.com/gc/hsptgy_1/index.m3u8
安徽黄山光明顶,https://gcalic.v.myalicdn.com/gc/hsgmd_1/index.m3u8

福建永安上坪乡天斗山居,https://gcalic.v.myalicdn.com/gc/hkts01_1/index.m3u8
福建福安赛岐镇象环葡萄园,https://gctxyc.liveplay.myqcloud.com/gc/cntv402-zbzg_1/index.m3u8
福建福安赛岐镇象环葡萄园,https://gcalic.v.myalicdn.com/gc/cntv402-zbzg_1/index.m3u8
福建漳州官畲景区,https://gcalic.v.myalicdn.com/gc/cntv400-zbzg_1/index.m3u8
福建南平茶平乡万亩茶园,https://gctxyc.liveplay.myqcloud.com/gc/cntv401-zbzg_1/index.m3u8
福建莆田湄洲妈祖祖庙,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1/index.m3u8
福建莆田湄洲妈祖祖庙,https://gctxyc.liveplay.myqcloud.com/gc/yxhcyz_1_md.m3u8
福建漳州华安土楼,https://gcalic.v.myalicdn.com/gc/bsszxbdlg_1/index.m3u8
福建武夷山,https://gctxyc.liveplay.myqcloud.com/gc/wysynf_1/index.m3u8

江西于都中央红军长征出发地纪念园,https://gcalic.v.myalicdn.com/gc/zjjybf_1/index.m3u8
江西南昌滕王阁,https://gcalic.v.myalicdn.com/gc/nxsptdmgychlr_1/index.m3u8
江西南昌梅岭,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8


山东威海成山头,https://gctxyc.liveplay.myqcloud.com/gc/drs01_1/index.m3u8
山东潍坊青云山民俗游乐园,https://gcalic.v.myalicdn.com/gc/cntv399-zbzg_1/index.m3u8
山东泗水龙湾湖乡村振兴示范区,https://gcalic.v.myalicdn.com/gc/hlzycc_1/index.m3u8
山东聊城凤庄村平菇种植基地,https://gcalic.v.myalicdn.com/gc/cntv455-zbzg_1/index.m3u8
山东济南七星天文台,https://gcalic.v.myalicdn.com/gc/hkylxs04_1/index.m3u8
山东青岛艾山天文台,https://gcalic.v.myalicdn.com/gc/jhs01_1/index.m3u8
山东济南章丘三涧溪村,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8
山东济南大明湖,https://gcalic.v.myalicdn.com/gc/zsslsgc_1/index.m3u8
山东济南趵突泉,https://gcalic.v.myalicdn.com/gc/hnttdysjd_1/index.m3u8
山东泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8
山东泰山唐摩崖,https://gcalic.v.myalicdn.com/gc/taishan03_1/index.m3u8
山东泰山望人松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8
山东泰山天街,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8

河南焦作红石峡,https://gcalic.v.myalicdn.com/gc/pts01_1/index.m3u8
河南濮阳南乐西湖,https://gcalic.v.myalicdn.com/gc/cntv457-zbzg_1/index.m3u8?contentid=2820180516001

湖北武汉黄鹤楼,https://gcalic.v.myalicdn.com/gc/hkts11_1/index.m3u8
湖北武汉长江大桥,https://gcalic.v.myalicdn.com/gc/hkts10_1/index.m3u8

湖南郴州仰天湖,https://gctxyc.liveplay.myqcloud.com/gc/cntv451-zbzg_1/index.m3u8
湖南沙洲瑶族村,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8
湖南张家界大峡谷,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8
湖南湘西湘西矮寨大桥,https://gcalic.v.myalicdn.com/gc/jshhd01_1/index.m3u8
湖南张家界天门山玻璃栈道,https://gcalic.v.myalicdn.com/gc/fcw01_1/index.m3u8
湖南张家界天门山天门洞,https://gcalic.v.myalicdn.com/gc/tmstmd01_1/index.m3u8
湖南张家界天门山天空步道,https://mlivewbndtxy.liveplay.myqcloud.com/mlivewbnd/mlive_djy03_2/index.m3u8
